,State/UT,District,Households,Households_Rural_Livable,Households_Urban_Livable,Households_Rural_Dilapidated,Households_Urban_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban_Toilet_Premise
203,Bihar,Purba Champaran,15471006306.25,8663763531.5,6637061705.38125,866376353.15,881847359.45625,2398005977.46875,8354343405.375
204,Bihar,Sheohar,275560000.0,164233760.0,124002000.0,9369040.0,22044800.0,54560880.0,101681640.0
205,Bihar,Sitamarhi,7343872972.96,4310853435.127521,3069738902.6972795,455320124.32352006,477351743.2424,1373304245.9435198,4443043148.6408
206,Bihar,Madhubani,11854549537.96,6022111165.283679,5061892652.70892,557163828.28412,841673017.1951599,2050837070.06708,6579274993.567799
207,Bihar,Supaul,3601224104.04,2236360168.60884,1865434085.8927197,176459981.09796003,280895480.11512,327711393.46764,1685372880.6907198
208,Bihar,Araria,4945943190.76,3185187414.84944,2398782447.5186,182999898.05812,316540364.20864004,331378193.78092,2685647152.58268
209,Bihar,Kishanganj,1981585225.0,1232546009.95,919455544.4,69355482.875,156545232.775,122858283.95,1028442731.775
210,Bihar,Purnia,6377555712.16,4151788768.6161594,2940053183.30576,325255341.32016,618622904.07952,548469791.24576,3769135425.88656
211,Bihar,Katihar,5447473249.0,3377433414.38,2304281184.3269997,272373662.45,386770600.679,691829102.623,3731519175.565
212,Bihar,Madhepura,2603836372.84,1666455278.6176002,1195160895.13356,161437855.11608002,226533764.43708,294233510.13092005,1335768059.26692
213,Bihar,Saharsa,2215556658.09,1424602931.15187,954904919.6367902,146226739.43394002,163951192.69866002,276944582.26125,1497716300.86884
214,Bihar,Darbhanga,10054333603.69,5308688142.74832,4021733441.4760003,814401021.89889,904890024.3321,2101355723.17121,6736403514.4723
215,Bihar,Muzaffarpur,12530429272.36,7568379280.505441,4536015396.59432,1052556058.8782401,852069190.52048,2744164010.64684,9660960968.98956
216,Bihar,Gopalganj,3069802673.64,1630065219.7028399,1215641858.76144,245584213.89119998,187257963.09203997,555634283.92884,1559459758.2091198
217,Bihar,Siwan,4547775943.84,2119263589.82944,1564434924.6809602,372917627.39488,277414332.57423997,918650740.65568,3247112023.90176
218,Bihar,Saran,6046959748.84,3108137310.90376,2509488295.7686,526085498.14908,477709820.15836006,1076358835.29352,3567706251.8156
219,Bihar,Vaishali,5637171577.21,3207550627.4324903,2514178523.43566,693372103.99683,597540187.1842599,1409292894.3025,3495046377.8702
220,Bihar,Samastipur,11161182962.25,6607420313.652,4308216623.4285,1082634747.33825,725476892.54625,1897401103.5825,7835150439.4995
221,Bihar,Begusarai,5382056406.25,3073154207.96875,2341194536.71875,624318543.125,527441527.81250006,1372424383.59375,3105446546.40625
222,Bihar,Khagaria,1557904582.09,916047894.2689198,736888867.3285699,138653507.80601,112169129.91048001,338065294.31352997,1032890737.9256699
223,Bihar,Bhagalpur,4266192919.21,2508521436.49548,1825930569.4218798,375424976.89048004,328496854.77917,1070814422.7217101,3058860323.07357
224,Bihar,Banka,1972212572.16,1193188606.1568,924967696.34304,134110454.90687999,100582841.18015999,218915595.50976002,883551232.3276801
225,Bihar,Munger,949028119.69,556130478.1383401,372019022.9184801,74973221.45551,63584884.01923,247696339.23909006,704178864.80998
226,Bihar,Lakhisarai,431164460.25,253955867.08725,225499012.71074998,33199663.439250004,36217814.661000006,115552075.347,265597307.51400003
227,Bihar,Sheikhpura,175928390.44,105557034.264,78639990.52668001,16537268.701360002,13018700.89256,42750598.87692,91834619.80968
228,Bihar,Nalanda,3802732555.69,2266428603.1912403,1589542208.2784197,361259592.79055,269994011.45399,867023022.6973201,2798811160.98784
229,Bihar,Patna,14643274888.36,8551672534.80224,4539415215.391601,1332538014.84076,761450294.19472,4041543869.1873603,12666432778.431402
230,Bihar,Bhojpur,2620692533.29,1514760284.2416198,1077104631.1821902,228000250.39622998,214896787.72977996,537241969.32445,1797795077.8369398
231,Bihar,Buxar,1119953076.49,636133347.4463199,443501418.2900401,117595073.03145,98555870.73112002,223990615.29799998,752608467.40128
232,Bihar,Kaimur (Bhabua),1159007553.64,698881554.84492,388267530.46940005,75335490.98660001,53314347.46744,168056095.2778,813623302.6552801
233,Bihar,Rohtas,3697381797.21,2133389296.99017,1545505591.23378,236632435.02144,218145526.03539002,780147559.2113101,2529009149.2916403
234,Bihar,Aurangabad,2278124262.09,1316755823.48802,936309071.71899,150356201.29794002,123018710.15286002,391837373.07948,1549124498.2212
235,Bihar,Gaya,6521709200.41,4095633377.85748,2347815312.1476,515215026.83239,306520332.41927004,1076082018.06765,5073889757.91898
236,Bihar,Nawada,1805179158.76,1124626615.90748,716656126.02772,185933453.35228002,115531466.16064002,312295994.46548,1250989157.02068
237,Bihar,Jamui,1272776976.0,817122818.592,622387941.264,101822158.08,108186042.96,151460460.144,622387941.264
238,Bihar,Jehanabad,461356032.64,282349891.97568,180851564.79488,41983398.97024,31833566.25216,102882395.27871999,312338034.09728
239,Bihar,Arwal,208207584.36,128880494.71884,107643321.11412,16240191.58008,12700662.64596,46846706.481000006,81200957.90040001
240,Sikkim,North  District,1852048.81,838978.11093,375965.90843,68525.80597000002,33336.87858,1389036.6075,1802043.49213
241,Sikkim,West District,11544365.29,5956892.48964,1777832.2546599999,912004.8579099999,761928.1091399998,9708811.208889998,10309118.203969998
242,Sikkim,South District,15443328.04,6995827.602119999,2362829.19012,911156.35436,138989.95236,13111385.505959999,15119018.15116
243,Sikkim,East District,67466510.44,28066068.34304,12413837.92096,5059988.283,1146930.67748,57886265.95752,64025718.407560006
244,Arunachal Pradesh,Tawang,1737651.24,814958.43156,434412.81,71243.70084,10425.907439999999,1205929.96056,1694209.959
245,Arunachal Pradesh,West Kameng,,,,,,,
246,Arunachal Pradesh,East Kameng,3887995.24,2262813.2296800003,1839021.74852,101087.87624000001,97199.88100000001,855358.9528,2488316.9536
247,Arunachal Pradesh,Papum Pare,25490381.44,11292238.977920001,8003979.772159999,1019615.2576,892163.3504000001,13968729.02912,23374679.780480005
248,Arunachal Pradesh,Upper Subansiri,3691777.96,2322128.33684,1421334.5146,92294.44900000001,44301.33552,1269971.6182399997,3141703.0439599995
249,Arunachal Pradesh,West Siang,9471006.25,3902054.575,2841301.875,75768.05,198891.13125,6733885.44375,9054281.975
250,Arunachal Pradesh,East Siang,8422184.41,2358211.6348,4750112.00724,126332.76615,362153.92962999997,3992115.41034,7638921.25987
251,Arunachal Pradesh,Upper Siang,1155840.01,337505.28292,549024.00475,4623.3600400000005,12714.240110000002,650737.92563,926983.68802
252,Arunachal Pradesh,Changlang,15936064.0,7936159.8719999995,6103512.511999999,270913.088,127488.51200000002,10406249.792,14549626.432
253,Arunachal Pradesh,Tirap,6210064.0,2688957.712,2931150.208,62100.64,93150.96,5315814.784,5707048.816000001
254,Arunachal Pradesh,Lower Subansiri,5511695.29,2215701.5065800003,1350365.3460499998,82675.42935,38581.867029999994,3753464.4924899996,5429019.86065
255,Arunachal Pradesh,Kurung Kumey,3878930.25,1733881.8217500001,1927828.33425,484866.28125,197825.44275,911548.60875,3126417.7814999996
256,Arunachal Pradesh,Dibang Valley,104329.0,51851.513000000006,50912.551999999996,7511.688,5842.423999999999,67500.86300000001,85758.43800000001
257,Arunachal Pradesh,Lower Dibang Valley,2544025.0,1340701.175,821720.075,81408.8,94128.925,1221132.0,2254006.15
258,Arunachal Pradesh,Lohit,20223908.41,10941134.44981,9444565.227470001,1213434.5046,728060.7027600001,10010834.66295,18039726.30172
259,Arunachal Pradesh,Anjaw,416412.09,219865.58352000001,284409.45747,24984.7254,0.0,115346.14893000001,267336.56178000005
260,Nagaland,Mon,26032444.84,16660764.6976,12677800.637080003,364454.22776,1457816.91104,16322342.914680002,24522563.03928
261,Nagaland,Mokokchung,30556572.84,10419791.33844,10083669.0372,152782.8642,213896.00987999997,29425979.644920003,30098224.247399997
262,Nagaland,Zunheboto,13921107.21,6153129.386820001,5025519.702810001,236658.82257,27842.214420000004,9981433.869570002,13141525.20624
263,Nagaland,Wokha,21779955.61,11238457.09476,4726250.36737,217799.5561,43559.91122,12959073.58795,21061217.07487
264,Nagaland,Dimapur,125370569.61,56040644.61567,43378217.08506001,4011858.22752,2632781.9618100002,114839441.76275998,121358711.38248
265,Nagaland,Phek,21342552.04,11610348.309759999,8302252.743559999,512221.24896,85370.20816,16092284.23816,19976628.709439997
266,Nagaland,Tuensang,25141198.81,13827659.3455,13551106.15859,854800.75954,779377.1631100001,12520317.00738,22325384.543279994
267,Nagaland,Longleng,2291287.69,1514541.16309,1459550.2585300002,50408.32918000001,128312.11064,1580988.5060999999,1734504.7813300001
268,Nagaland,Kiphire,4129836.84,2362266.67248,1148094.64152,41298.3684,16519.34736,1511520.2834400001,3935734.50852
269,Nagaland,Kohima,57912100.0,19458465.6,18473959.9,347472.6,1100329.9,30230116.2,53279132.0
270,Nagaland,Peren,5893727.29,3123675.4637,3601067.3741900004,53043.54561,123768.27309,4544063.74059,5475272.652410001
271,Manipur,Senapati,15867475.56,9472882.90932,10059979.505040001,349084.46232,285614.56008,11503919.781000001,15486656.146559998
272,Manipur,Tamenglong,7896662.01,4469510.69766,4319474.11947,663319.60884,821252.84904,5243383.57464,7636072.16367
273,Manipur,Churachandpur,33437306.25,17922396.15,17554585.78125,769058.04375,769058.04375,27518903.04375,33036058.575
274,Manipur,Bishnupur,31527102.01,10939904.397470003,9489657.70501,1860099.0185900002,1292611.18241,28721189.931110002,29761584.297440004
275,Manipur,Thoubal,108707731.69,36417090.11615,29133672.092919998,5978925.24295,5652802.0478799995,99684989.95973,102293975.52028999
276,Manipur,Imphal West,187145136.01,61945040.01931,57079266.483049996,9918692.20853,8234385.98444,172173525.12919998,180969346.52166998
277,Manipur,Imphal East,123079054.81,44800775.95084,38769902.265149996,5661636.521259999,3938529.75392,111878860.82229,117540497.34355
278,Manipur,Ukhrul,17547721.0,12353595.584,9896914.644,912481.4920000001,737004.282,14108367.684,16863359.880999997
279,Manipur,Chandel,11669056.0,6814728.704,4749305.792,478431.2959999999,1820372.736,8996842.175999999,11307315.264
280,Mizoram,Mamit,4349310.25,2161607.19425,930752.3934999999,256609.30475,43493.1025,3614276.81775,4292769.21675
281,Mizoram,Kolasib,4917749.76,2316260.1369600003,1893333.6575999998,108190.49472000002,118025.99423999999,4706286.52032,4750546.2681599995
282,Mizoram,Aizawl,101830299.21,35233283.526659995,16903829.66886,1731115.0865699998,712812.09447,99182711.43054001,101117487.11553
283,Mizoram,Champhai,9679565.44,4665550.54208,4297727.05536,464619.14112,145193.4816,9185907.60256,9427896.738559999
284,Mizoram,Serchhip,2399401.0,1247688.52,1118120.8660000002,148762.86200000002,230342.49599999998,2313022.5640000002,2385004.594
285,Mizoram,Lunglei,15049744.36,7494772.691279999,4033331.48848,586940.03004,120397.95488,12115044.2098,14628351.51792
286,Mizoram,Lawngtlai,7434347.56,3694870.73732,2572284.25576,386586.07312,118949.56096,4497780.2738,7307963.651479999
287,Mizoram,Saiha,1645319.29,533083.44996,472206.63623000006,85556.60308,37842.343669999995,1431427.7822999998,1605831.62704
288,Tripura,West Tripura,2566810497.69,1062659546.0436599,826512980.2561802,102672419.9076,92405177.91684,2186922544.0318804,2518041098.2338896
289,Tripura,South Tripura,697366619.29,299170279.67541,191078453.68545997,31381497.868049998,25105198.294439998,576024827.53354,683419286.9042
290,Tripura,Dhalai,107180467.84,50910722.22400001,42872187.13600001,7716993.68448,9646242.105600001,71167830.64576001,103321970.99776001
291,Tripura,North Tripura,371028496.41,179577792.26244,127633802.76504,30795365.202030007,26343023.24511,302388224.57415,359897641.5177
292,Meghalaya,West Garo Hills,249466230.25,122238452.8225,85067984.51525001,13720642.66375,15716372.50575,140449487.63075,234248790.20475003
293,Meghalaya,East Garo Hills,55080146.56,26934191.66784,23298901.99488,1982885.2761600004,660961.75872,43678556.22208,53262501.72352
294,Meghalaya,South Garo Hills,15715674.49,8046425.33888,6584867.6113100005,628626.9796,424323.21123,9963737.62666,13735499.504260002
295,Meghalaya,West Khasi Hills,75918111.61,42590060.61321,35529676.23348,6984466.268119999,3492233.1340599996,30974589.536879998,68705891.00705
296,Meghalaya,Ribhoi,40607481.76,21887432.66864,13847151.28016,2395841.42384,1258831.93456,26029395.808159996,37115238.32864
297,Meghalaya,East Khasi Hills,462641382.81,244737291.50649,108720724.96034999,43025648.601330005,9715469.03901,204950132.58483,448299499.94289
298,Meghalaya,Jaintia Hills,70085360.89,32519607.45296,9811950.524600001,5887170.31476,1471792.57869,30557217.34804,67352031.81528999
299,Assam,Kokrajhar,492888841.21,271088862.6655,122236432.62008,64075549.3573,23165775.53687,122729321.46129,444092845.93020993
300,Assam,Dhubri,2714607983.61,1742778325.4776201,1080413977.47678,477771005.11536,331182174.00042,1058697113.6079001,2174400994.8716097
301,Assam,Goalpara,718851169.96,434186106.65584,333546942.86144,90575247.41496,57508093.5968,446406576.54516006,611023494.4660001
302,Assam,Barpeta,2493813831.61,1576090341.5775201,842909075.08418,468837000.34268004,184542223.53914002,1740682054.46378,2314259235.7340803
303,Assam,Morigaon,662964653.61,414352908.50625,283748871.74508,98118768.73428002,60992748.13212,379215781.86492,598657082.20983
304,Assam,Nagaon,6386966642.25,3787471218.85425,2791104422.66325,881401396.6305001,376831031.89275,4598615982.42,6080392243.422001
305,Assam,Sonitpur,3001429096.09,1743830304.82829,966460168.9409801,306145767.80118,135064309.32405,1650786002.8495002,2851357641.2855
306,Assam,Lakhimpur,1075400524.89,696859540.12872,405425997.88353,104313850.91433,59147028.86895,577490081.8659301,1018404297.0708301
307,Assam,Dhemaji,521035406.44,344925439.06328005,251660101.31052,52103540.643999994,37514549.26368,209977268.79531997,498109848.5566399
308,Assam,Tinsukia,1456292449.96,815523771.9776001,540284498.93516,72814622.498,72814622.498,1125714063.81908,1376196365.2122
309,Assam,Dibrugarh,1421403102.25,770400481.4195,422156721.36824995,81019976.82824999,58277527.19224999,1054681101.8694999,1370232590.569
310,Assam,Sivasagar,1642105424.41,990189570.91923,597726374.48524,100168430.88901,64042111.55199,1180673800.1507902,1530442255.5501204
311,Assam,Jorhat,1348020597.16,820944543.6704401,475851270.79748,109189668.36996001,53920823.88640001,793984131.72724,1269835402.5247202
312,Assam,Golaghat,1069832888.89,684693048.8896,414025328.00043,84516798.22231,44932981.333380006,696461210.66739,1045226732.44553
313,Assam,Karbi Anglong,639462713.76,416290226.6577599,332520611.1552,27496896.69168,23020657.69536,310139416.1736,604292264.5032
314,Assam,Dima Hasao,34714485.61,21661839.02064,15690947.495720001,1562151.8524500001,1145578.02513,19821971.28331,33534193.099259995
315,Assam,Cachar,1893642256.0,1077482443.664,704434919.2320001,231024355.23199996,115512177.61599998,1469466390.6559997,1814109281.248
316,Assam,Karimganj,868127296.0,500041322.496,313393953.856,129350967.104,75527074.752,726622546.752,845555986.3040001
317,Assam,Hailakandi,307711238.89,183088187.13954997,93851927.86145,51695488.13352,23386054.155639995,252015504.65091,301864725.35108995
318,Assam,Bongaigaon,485730744.49,312324868.70707,140861915.9021,60716343.06125,20886422.01307,238979526.28908002,444929361.95284
319,Assam,Chirang,197770781.61,113718199.42575,78119458.73595001,21557015.195490003,29270075.678280007,47464987.5864,167907393.58689004
320,Assam,Kamrup,1887424580.25,1115467926.92775,851228485.6927501,232153223.37075,160431089.32125,1075832010.7425,1485403144.6567502
321,Assam,Kamrup Metropolitan,1833483888.64,960745557.6473601,500541101.59872,185181872.75264,71505871.65696,1186264075.9500802,1778479371.9808002
322,Assam,Nalbari,570942351.36,348274834.3296,247218038.13888,54239523.379200004,48530099.865600005,363690277.81632006,514419058.57535994
323,Assam,Baksa,871554388.41,560409471.7476299,463666934.63412005,97614091.50192,65366579.13075,337291548.31467,820132679.4938099
324,Assam,Darrang,833511544.36,480102649.55136,286727971.25984,148365054.89608002,71681992.81496,396751495.11536,765163597.72248
325,Assam,Udalguri,793126406.25,475082717.34375,279973621.40624994,84864525.46874999,57105101.25,329147458.59375,712227512.8125
326,West Bengal,Darjiling,2693184436.81,1459705964.75102,853739466.46877,215454754.9448,142738775.15093,1408535460.4516299,2343070460.0247
327,West Bengal,Jalpaiguri,12494857824.16,7222027822.36448,4648087110.587521,1999177251.8655999,1311960071.5368,4635592252.76336,10283267989.28368
328,West Bengal,Koch Bihar,8113289446.44,4681368010.5958805,2750405122.3431597,1022274470.2514399,640949866.26876,4519102221.66708,7326300370.13532
329,West Bengal,Uttar Dinajpur,6056730625.0,3506847031.875,2422692250.0,751034597.5,884282671.25,1247686508.7500002,4881724883.749999
330,West Bengal,Dakshin Dinajpur,2125449726.76,1224259042.61376,729029256.27868,252928517.48444,197666824.58868,584498674.859,1946911949.7121596
331,West Bengal,Maldah,9196733280.16,5426072635.2944,4460415640.8776,1039230860.65808,763328862.25328,2335970253.16064,6833172827.158879
332,West Bengal,Murshidabad,34297743612.25,19241034166.47225,16634405651.94125,5830616414.0825,3978538259.021,11901317033.450752,21196005552.3705
333,West Bengal,Birbhum,9324007408.81,4848483852.5812,3477854763.4861298,1454545155.7743597,867132689.01933,1743589385.4474697,5743588563.82696
334,West Bengal,Barddhaman,49605801996.96,25695805434.425278,18949416362.838722,4662945387.71424,3125165525.80848,22868274720.59856,35468148427.8264
335,West Bengal,Nadia,24017901524.41,12945648921.65699,9895375428.056921,3746792637.8079596,2545897561.58746,17124763786.90433,22408702122.274532
336,West Bengal,North Twenty Four Parganas,81746815396.0,37848775528.348,27303436342.264,16104122633.012,4414328031.384,64498237347.444,76842006472.24
337,West Bengal,Hugli,26897246414.44,12238247118.5702,9064372041.66628,3146977830.4894795,1425554059.9653199,16165245095.07844,23884754816.02272
338,West Bengal,Bankura,9828739600.0,5150259550.4,3813550964.8,1149962533.2,874757824.4,1621742034.0,5936558718.4
339,West Bengal,Puruliya,5664850331.04,3551861157.56208,2464209894.0024,419198924.49696,379544972.17968005,345555870.19343996,2883408818.4993596
340,West Bengal,Haora,18297891738.09,7392348262.188359,6440857891.807681,2543406951.59451,1189362962.97585,11015330826.330181,15278739601.30515
341,West Bengal,Kolkata,17111413072.36,,5287426639.359241,,462008152.95372003,,16238731005.669641
342,West Bengal,South Twenty Four Parganas,47534115738.24,23719523753.38176,18300634559.2224,7700526749.594879,3850263374.7974396,26143763656.031998,39500850178.47744
343,West Bengal,Paschim Medinipur,24504239366.89,12791212949.516579,8037390512.339919,3234559596.42948,2033851867.4518702,10267276294.72691,18917272791.23908
344,West Bengal,Purba Medinipur,18597131463.69,9112594417.2081,6471801749.364119,3366080794.92789,1878310277.8326898,15919144532.918638,15398424851.935318
345,Jharkhand,Garhwa,852943707.04,532236873.19295996,379559949.6328,39235410.523839995,58000172.078719996,41794241.64496,394912936.35951996
346,Jharkhand,Chatra,464411120.04,267036394.02300003,215486759.69856,20898500.4018,19040855.92164,30651133.92264,305118105.86628
347,Jharkhand,Kodarma,229477052.25,120016498.32675,102576242.35575001,9638036.194500001,12391760.821500001,17440255.971,115426957.28175
348,Jharkhand,Giridih,2494503025.0,1337053621.4,922966119.25,77329593.775,84813102.85,144681175.45,1529130354.325
349,Jharkhand,Deoghar,1034973241.0,627193784.046,387079992.134,52783635.29099999,43468876.122,56923528.255,706886723.603
350,Jharkhand,Godda,852815209.0,534715136.04300004,313835996.91199994,78458999.22799999,35818238.778000005,67372401.511,553477070.641
351,Jharkhand,Sahibganj,681173460.49,443443922.77899,316745659.12785,49725662.61577,53131529.91822,62667958.36507999,369877189.04607004
352,Jharkhand,Pakur,471649806.25,282518233.94375,220260459.51875,33487136.24375,26884038.95625,34430435.85625,219317159.90625
353,Jharkhand,Dhanbad,4411868799.61,2302995513.39642,1963281615.8264499,207357833.58167,172062883.18479002,538247993.5524199,2616238198.16873
354,Jharkhand,Bokaro,2588408076.96,1301969262.71088,949945764.24432,106124731.15536,82829058.46272,170834933.07935998,1622931864.25392
355,Jharkhand,Lohardaga,124286822.56,77679264.1,44991829.76672001,3480031.03168,5468620.192640001,9072938.04688,87622209.9048
356,Jharkhand,Purbi Singhbhum,3656173435.69,1864648452.2019,943292746.40802,212058059.27001998,84091989.02087,497239587.25384,2950531962.6018305
357,Jharkhand,Palamu,1663856732.16,1044902027.79648,667206549.59616,104822974.12607999,89848263.53664002,123125398.17984001,970028474.8492799
358,Jharkhand,Latehar,257647441.96,149435516.3368,104604861.43576,5668243.72312,12882372.098,18550615.82112,143767272.61368
359,Jharkhand,Hazaribagh,1457315355.04,706797947.1944001,482371382.51824,48091406.71632,43719460.6512,135530328.01872,1071126785.9544001
360,Jharkhand,Ramgarh,638193906.25,319735147.03125,254001174.6875,24251368.4375,22974980.625,70201329.6875,382916343.75
361,Jharkhand,Dumka,1069146124.84,683184373.77276,358163951.8214,64148767.4904,53457306.242,66287059.74008001,686391812.1472801
362,Jharkhand,Jamtara,344726062.24,215798514.96224004,115483230.85040002,16891577.04976,11375960.053919999,15167946.738560002,207180363.40624002
363,Jharkhand,Ranchi,5343346843.24,2938840763.782,1699184296.1503198,160300405.2972,219077220.57283998,705321783.3076799,4226587353.0028396
364,Jharkhand,Khunti,184196469.61,106281362.96497002,70363051.39102001,6262679.96674,5525894.088300001,7367858.7844,99281897.11979
365,Jharkhand,Gumla,543234894.76,343867688.38308,208602199.58784,15753811.94804,27161744.738,34767033.26464,372115902.91059995
366,Jharkhand,Simdega,241128100.89,143712348.13044,96451240.35599999,6992714.92581,9645124.0356,11815276.943610001,128762405.87526
367,Jharkhand,Pashchimi Singhbhum,1602593049.76,815719862.32784,600972393.66,64103721.9904,72116687.2392,59295942.841120005,943927306.30864
368,Jharkhand,Saraikela-Kharsawan,816170619.69,436651281.53415,298718446.80654,29382142.308840003,27749801.06946,52234919.660160005,526430049.70005006
369,Odisha,Bargarh,2106451995.21,1409216384.79549,983713081.7630701,179048419.59285,99003243.77487001,259093595.41083,1141696981.40382
370,Odisha,Jharsuguda,313948785.96,224473381.9614,142846697.6118,18522978.37164,17581132.013759997,29511185.880239997,168276549.27456
371,Odisha,Sambalpur,995370950.25,693773552.32425,410092831.503,77638934.1195,51759289.413,85601901.7215,592245715.39875
372,Odisha,Debagarh,97531425.64,73148569.23,60762078.173719995,13069211.03576,5364228.4102,5754354.11276,50033621.353319995
373,Odisha,Sundargarh,3820006358.44,2899384826.05596,1791582982.10836,221560368.78952,168080279.77136,320880534.10896003,2502104164.7782
374,Odisha,Kendujhar,3298181928.04,2308727349.628,1609512780.88352,283643645.81144,253960008.45908,306730919.30772,1675476419.4443197
375,Odisha,Mayurbhanj,5678963809.21,4117248761.67725,2487386148.43398,488390887.59206,459996068.54600996,851844571.3814999,3634536837.8944
376,Odisha,Baleshwar,4673007568.36,2901937699.95156,1972009193.84792,542068877.92976,336456544.92192,1060772718.0177199,3177645146.4848
377,Odisha,Bhadrak,1832747472.36,1178456624.72748,965857917.93372,163114525.04004,135623312.95464,293239595.5776,949363190.6824799
378,Odisha,Kendrapara,1920569270.49,1094724484.1793,856573894.63854,144042695.28675,169010095.80312002,303449944.73742,1110089038.34322
379,Odisha,Jagatsinghapur,1244198638.24,712925819.71152,711681621.07328,88338103.31503999,46035349.614879996,274967899.05104,557400989.93152
380,Odisha,Cuttack,6245693482.09,3435131415.1495,2285923814.44494,630815041.69109,399724382.85376,1399035339.9881601,4871640916.0302
381,Odisha,Jajapur,2928314173.21,1692565592.11538,1256246780.30709,427533869.28866,204981992.1247,582734520.4687899,1792128274.00452
382,Odisha,Dhenkanal,1241639121.61,813273624.6545498,519005152.8329799,142788498.98514998,94364573.24235998,176312755.26861998,742500194.7227799
383,Odisha,Anugul,1718823805.69,1106922530.86436,666903636.6077199,206258856.6828,113442371.17553999,287043575.55022997,1100047235.6416001
384,Odisha,Nayagarh,831364955.56,534567666.42507994,403212003.44659996,101426524.57831998,63183736.622559994,132187027.93404,463901645.20247996
385,Odisha,Khordha,4743476354.41,2959929245.1518397,1736112345.71406,403195490.12485003,241917294.07490999,868056172.85703,3633502887.47806
386,Odisha,Puri,2248884021.76,1441534657.9481602,1043482186.09664,251875010.43712002,130435273.26208,350825907.39456004,1648431987.95008
387,Odisha,Ganjam,10310249752.36,6351113847.453761,4113789651.19164,979473726.4742001,536132987.12272,1969257702.7007601,6732593088.29108
388,Odisha,Gajapati,306757710.25,205527665.8675,124850388.07175002,18098704.90475,15337885.5125,38958229.201749995,173931621.71175
389,Odisha,Kandhamal,590174142.25,406039809.868,274430976.14625,38951493.3885,37771145.104,37180970.96175,333448390.37125
390,Odisha,Baudh,190313061.16,142925108.93116,106765627.31076,8944713.87452,10276905.30264,17128175.5044,97630600.37507999
391,Odisha,Subarnapur,374430240.04,277078377.62960005,229900167.38456002,26958977.28288,21716953.922319997,29579988.963160004,146027793.61560002
392,Odisha,Balangir,2904800374.44,1992693056.86584,1362351375.61236,203336026.21080002,197526425.46192002,293384837.81843996,1687689017.5496402
393,Odisha,Nuapada,437341021.29,318821604.52041006,230478718.21983,20992369.02192,28427166.38385,55542309.703830004,211673054.30436
394,Odisha,Kalahandi,2447755835.04,1720772352.03312,1170027289.1491199,230089048.49376,168895152.61776,200715978.47327998,1439280431.00352
395,Odisha,Rayagada,821097563.04,572305001.43888,293952927.56832,46802561.09328,35307195.210719995,54192439.160639994,496764025.6392
396,Odisha,Nabarangapur,1385804856.96,960362765.87328,712303696.47744,60975413.706240006,67904437.99104,80376681.70368,740019793.61664
397,Odisha,Koraput,2117177763.84,1390985790.84288,823582150.13376,112210421.48351999,118561954.77504,173608576.63487998,1374048368.73216
398,Odisha,Malkangiri,337541407.29,227165367.10617,154256423.13153002,24978064.13946,28353478.212360006,20252484.437400002,161007251.27733
399,Chhattisgarh,Koriya,329840082.25,166569241.53625,123690030.84375,7256481.8095,4287921.06925,28036406.99125,195595168.77425
400,Chhattisgarh,Surguja,,,,,,,
401,Chhattisgarh,Jashpur,,,,,,,
402,Chhattisgarh,Raigarh,1771702790.56,1016957401.78144,669703654.8316799,85041733.94688,53151083.716800004,230321362.7728,1015185698.99088
403,Chhattisgarh,Korba,1106580184.09,601979620.1449599,328654314.67472994,35410565.890879996,17705282.945439998,131683041.90671,648455987.87674
404,Chhattisgarh,Janjgir - Champa,1942808375.29,1146256941.4211,850950068.37702,108797269.01623999,73826718.26101999,213708921.2819,862606918.6287599
405,Chhattisgarh,Bilaspur,5443576936.36,3217153969.3887596,1965131274.02596,283066000.69071996,168750885.02716,903633771.43576,3576430047.18852
406,Chhattisgarh,Kabeerdham,445965700.41,271593111.54969,163669412.05047002,27649873.42542,22744250.72091,40136913.0369,220753021.70295003
407,Chhattisgarh,Rajnandgaon,1522029774.24,726008202.31248,499225765.95072,51749012.32416,38050744.356,281575508.2344,809719839.8956801
408,Chhattisgarh,Durg,7800228097.21,4087319522.9380403,2308867516.7741604,390011404.86050004,171605018.13862002,1092031933.6094,4882942788.85346
409,Chhattisgarh,Raipur,11416922500.0,6507645825.0,3436493672.5,673598427.5000001,331090752.5,1472783002.5,7420999625.0
410,Chhattisgarh,Mahasamund,964518614.89,578711168.934,397381669.33468,44367856.28494,39545263.210489996,146606829.46328,483223826.05989
411,Chhattisgarh,Dhamtari,443022513.61,244105404.99911004,173664825.33512002,18606945.571620002,15505787.97635,107211448.29361999,237460067.29496002
412,Chhattisgarh,Uttar Bastar Kanker,376627767.61,175131911.93865,142365296.15658,11298833.028299998,12052088.56352,55740909.60628,229366310.47449002
413,Chhattisgarh,Bastar,1378777997.61,719722114.7524201,488087411.15393996,46878451.91874,39984561.93069,191650141.66779,841054578.5421
414,Chhattisgarh,Narayanpur,10952790.25,6308807.183999999,6056893.008249999,481922.771,240961.3855,449064.40025,4841133.2905
415,Chhattisgarh,Dakshin Bastar Dantewada,190023468.01,95201757.47301,67078284.20752999,6080750.976319999,5510680.57229,13681689.696719998,94631687.06898
